"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo Modelo Fabricante)";Sexo;"Faixa etária";Custo
coordenado-camisa-e-calca-csi250859;"COORDENADO CAMISA E CALÇA - CSI250859";"Categorias > Conjuntos, Sale > Conjuntos, Simone Gomes > Conjuntos";Cor;"SI25BR002 EMARANHADO";Tamanho;PP;;;1,094.57;;0.30;0.00;0.00;0.00;0;7890391105803;;SIM;NÃO;;"calca, camisa, coordenado, Simone Gomes, versatil";"Coordenado Camisa e Calça: Elegância e Versatilidade";"Conjunto camisa e calça moderno, elegante e confortável. Visual harmônico, prático e sofisticado. Garanta já o seu look versátil e atemporal!";"SIMONE GOMES";SIM;;;;
coordenado-camisa-e-calca-csi250859;;;Cor;"SI25BR002 EMARANHADO";Tamanho;P;;;1,094.57;;0.30;0.00;0.00;0.00;0;7890391105810;;;;;;;;;;;;;
coordenado-camisa-e-calca-csi250859;;;Cor;"SI25BR002 EMARANHADO";Tamanho;M;;;1,094.57;;0.30;0.00;0.00;0.00;0;7890391105827;;;;;;;;;;;;;
coordenado-camisa-e-calca-csi250859;;;Cor;"SI25BR002 EMARANHADO";Tamanho;G;;;1,094.57;;0.30;0.00;0.00;0.00;0;7890391105834;;;;;;;;;;;;;
coordenado-camisa-e-calca-csi250859;;;Cor;"SI25BR002 EMARANHADO";Tamanho;GG;;;1,094.57;;0.30;0.00;0.00;0.00;1;7890391105841;;;;;;;;;;;;;
camisa-manga-longa-csi250781;"CAMISA MANGA LONGA - CSI250781";"Categorias > Camisas > Camisa manga longa, Sale > Camisas, Simone Gomes > Camisas";Cor;"BRANCO (off white)";Tamanho;PP;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098402;;SIM;NÃO;;"camisa, elegante, manga longa, Simone Gomes, versatil";"Camisa Manga Longa Clássica Versátil e Sofisticada";"Camisa manga longa clássica, versátil e elegante. Perfeita para looks casuais ou formais. Adquira já e renove seu visual com praticidade e estilo!";"SIMONE GOMES";SIM;;;;
camisa-manga-longa-csi250781;;;Cor;"BRANCO (off white)";Tamanho;P;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098419;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"BRANCO (off white)";Tamanho;M;;;528.77;;0.30;0.00;0.00;0.00;1;7890391098426;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"BRANCO (off white)";Tamanho;G;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098433;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"BRANCO (off white)";Tamanho;GG;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098440;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"PRETO (Outer Space";Tamanho;PP;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098501;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"PRETO (Outer Space";Tamanho;P;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098518;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"PRETO (Outer Space";Tamanho;M;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098525;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"PRETO (Outer Space";Tamanho;G;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098532;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"PRETO (Outer Space";Tamanho;GG;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098549;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"VERMELHO  (Fiery Red TC)";Tamanho;PP;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098457;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"VERMELHO  (Fiery Red TC)";Tamanho;P;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098464;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"VERMELHO  (Fiery Red TC)";Tamanho;M;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098471;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"VERMELHO  (Fiery Red TC)";Tamanho;G;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098488;;;;;;;;;;;;;
camisa-manga-longa-csi250781;;;Cor;"VERMELHO  (Fiery Red TC)";Tamanho;GG;;;528.77;;0.30;0.00;0.00;0.00;0;7890391098495;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;"BLUSA COM AMARRAÇÃO - CSI250777";"Categorias > Blusas > Blusa manga curta, Sale > Blusas e Camisetas, Simone Gomes > Blusas e Camisetas";Cor;"MARROM (Cashew TC)";Tamanho;PP;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091809;;SIM;NÃO;;"amarracao, elegante, feminino, Simone Gomes, versatil";"Blusa com Amarração Feminina Versátil e Elegante";"Valorize seu visual com esta blusa com amarração, ajuste perfeito e toque feminino. Versátil para looks do casual ao sofisticado. Garanta já a sua!";"SIMONE GOMES";SIM;;;;
blusa-com-amarracao-csi250777;;;Cor;"MARROM (Cashew TC)";Tamanho;P;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091816;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"MARROM (Cashew TC)";Tamanho;M;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091823;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"MARROM (Cashew TC)";Tamanho;G;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091830;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"MARROM (Cashew TC)";Tamanho;GG;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091847;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"MARROM (Nightshade TC";Tamanho;PP;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091908;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"MARROM (Nightshade TC";Tamanho;P;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091915;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"MARROM (Nightshade TC";Tamanho;M;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091922;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"MARROM (Nightshade TC";Tamanho;G;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091939;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"MARROM (Nightshade TC";Tamanho;GG;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091946;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"ROXO (Nocturne TC";Tamanho;PP;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091854;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"ROXO (Nocturne TC";Tamanho;P;;;413.77;;0.30;0.00;0.00;0.00;1;7890391091861;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"ROXO (Nocturne TC";Tamanho;M;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091878;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"ROXO (Nocturne TC";Tamanho;G;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091885;;;;;;;;;;;;;
blusa-com-amarracao-csi250777;;;Cor;"ROXO (Nocturne TC";Tamanho;GG;;;413.77;;0.30;0.00;0.00;0.00;0;7890391091892;;;;;;;;;;;;;
vestido-midi-com-recortes-csi250652;"VESTIDO MIDI COM RECORTES - CSI250652";"Categorias > Vestidos > Vestido midi, Sale > Vestidos, Simone Gomes > Vestidos";Cor;"MARROM (Zinfandel TC";Tamanho;PP;;;459.77;;0.30;0.00;0.00;0.00;0;7890391090901;;SIM;NÃO;;"midi, recorte, Simone Gomes, sofisticado, vestido";"Vestido Midi com Recortes Modernos e Sofisticados";"Vestido midi com recortes que valoriza a silhueta, ideal para ocasiões diversas. Aposte nesse visual elegante e versátil! Garanta já o seu.";"SIMONE GOMES";SIM;;;;
vestido-midi-com-recortes-csi250652;;;Cor;"MARROM (Zinfandel TC";Tamanho;P;;;459.77;;0.30;0.00;0.00;0.00;0;7890391090918;;;;;;;;;;;;;
vestido-midi-com-recortes-csi250652;;;Cor;"MARROM (Zinfandel TC";Tamanho;M;;;459.77;;0.30;0.00;0.00;0.00;0;7890391090925;;;;;;;;;;;;;
vestido-midi-com-recortes-csi250652;;;Cor;"MARROM (Zinfandel TC";Tamanho;G;;;459.77;;0.30;0.00;0.00;0.00;0;7890391090932;;;;;;;;;;;;;
vestido-midi-com-recortes-csi250652;;;Cor;"MARROM (Zinfandel TC";Tamanho;GG;;;459.77;;0.30;0.00;0.00;0.00;0;7890391090949;;;;;;;;;;;;;
vestido-midi-com-recortes-csi250652;;;Cor;"PRETO (Raven TC)";Tamanho;PP;;;459.77;;0.30;0.00;0.00;0.00;0;7890391090857;;;;;;;;;;;;;
vestido-midi-com-recortes-csi250652;;;Cor;"PRETO (Raven TC)";Tamanho;P;;;459.77;;0.30;0.00;0.00;0.00;0;7890391090864;;;;;;;;;;;;;
vestido-midi-com-recortes-csi250652;;;Cor;"PRETO (Raven TC)";Tamanho;M;;;459.77;;0.30;0.00;0.00;0.00;0;7890391090871;;;;;;;;;;;;;
vestido-midi-com-recortes-csi250652;;;Cor;"PRETO (Raven TC)";Tamanho;G;;;459.77;;0.30;0.00;0.00;0.00;0;7890391090888;;;;;;;;;;;;;
vestido-midi-com-recortes-csi250652;;;Cor;"PRETO (Raven TC)";Tamanho;GG;;;459.77;;0.30;0.00;0.00;0.00;0;7890391090895;;;;;;;;;;;;;
calca-wide-lisa-csi250593;"CALÇA WIDE LISA - CSI250593";"Categorias > Calças > Calça wide, Sale > Calças, Simone Gomes > Calças";Cor;"MARROM (Marsala TC";Tamanho;PP;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085433;;SIM;NÃO;;"lisa, Simone Gomes, sofisticado, versatil, wide";"Calça Wide Lisa Elegante e Versátil Simone Gomes";"Calça wide lisa com modelagem ampla, caimento fluido e estilo sofisticado. Versátil para looks casuais ou alinhados. Adquira já a sua!";"SIMONE GOMES";SIM;;;;
calca-wide-lisa-csi250593;;;Cor;"MARROM (Marsala TC";Tamanho;P;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085440;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"MARROM (Marsala TC";Tamanho;M;;;505.77;;0.30;0.00;0.00;0.00;1;7890391085457;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"MARROM (Marsala TC";Tamanho;G;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085464;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"MARROM (Marsala TC";Tamanho;GG;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085471;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"PRETO (Raven TC)";Tamanho;PP;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085488;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"PRETO (Raven TC)";Tamanho;P;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085495;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"PRETO (Raven TC)";Tamanho;M;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085501;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"PRETO (Raven TC)";Tamanho;G;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085518;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"PRETO (Raven TC)";Tamanho;GG;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085525;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"VERDE (Deep Grass Green TC)";Tamanho;PP;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085389;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"VERDE (Deep Grass Green TC)";Tamanho;P;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085396;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"VERDE (Deep Grass Green TC)";Tamanho;M;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085402;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"VERDE (Deep Grass Green TC)";Tamanho;G;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085419;;;;;;;;;;;;;
calca-wide-lisa-csi250593;;;Cor;"VERDE (Deep Grass Green TC)";Tamanho;GG;;;505.77;;0.30;0.00;0.00;0.00;0;7890391085426;;;;;;;;;;;;;
calca-alfaiataria-com-detalhe-metal-bolso-csi250582;"CALÇA ALFAIATARIA COM DETALHE METAL BOLSO - CSI250582";"Categorias > Calças > Calça reta, Sale > Calças, Simone Gomes > Calças";Cor;"BEGE(Sandshell TC)";Tamanho;PP;;;620.77;;0.30;0.00;0.00;0.00;1;7890391081534;;SIM;NÃO;;"alfaiataria, detalhe, moderno, Simone Gomes, versatil";"Calça Alfaiataria com Detalhe Metal no Bolso, Moderna e Elegante";"Calça alfaiataria com detalhe metal no bolso, modelagem alinhada e versátil. Ideal para looks sofisticados. Garanta já o seu visual refinado!";"SIMONE GOMES";SIM;;;;
calca-alfaiataria-com-detalhe-metal-bolso-csi250582;;;Cor;"BEGE(Sandshell TC)";Tamanho;P;;;620.77;;0.30;0.00;0.00;0.00;0;7890391081541;;;;;;;;;;;;;
calca-alfaiataria-com-detalhe-metal-bolso-csi250582;;;Cor;"BEGE(Sandshell TC)";Tamanho;M;;;620.77;;0.30;0.00;0.00;0.00;0;7890391081558;;;;;;;;;;;;;
calca-alfaiataria-com-detalhe-metal-bolso-csi250582;;;Cor;"BEGE(Sandshell TC)";Tamanho;G;;;620.77;;0.30;0.00;0.00;0.00;0;7890391081565;;;;;;;;;;;;;
calca-alfaiataria-com-detalhe-metal-bolso-csi250582;;;Cor;"BEGE(Sandshell TC)";Tamanho;GG;;;620.77;;0.30;0.00;0.00;0.00;0;7890391081572;;;;;;;;;;;;;
calca-alfaiataria-com-detalhe-metal-bolso-csi250582;;;Cor;"MARROM (Brunette TC)";Tamanho;PP;;;620.77;;0.30;0.00;0.00;0.00;0;7890391081633;;;;;;;;;;;;;
calca-alfaiataria-com-detalhe-metal-bolso-csi250582;;;Cor;"MARROM (Brunette TC)";Tamanho;P;;;620.77;;0.30;0.00;0.00;0.00;0;7890391081640;;;;;;;;;;;;;
calca-alfaiataria-com-detalhe-metal-bolso-csi250582;;;Cor;"MARROM (Brunette TC)";Tamanho;M;;;620.77;;0.30;0.00;0.00;0.00;0;7890391081657;;;;;;;;;;;;;
calca-alfaiataria-com-detalhe-metal-bolso-csi250582;;;Cor;"MARROM (Brunette TC)";Tamanho;G;;;620.77;;0.30;0.00;0.00;0.00;0;7890391081664;;;;;;;;;;;;;
calca-alfaiataria-com-detalhe-metal-bolso-csi250582;;;Cor;"MARROM (Brunette TC)";Tamanho;GG;;;620.77;;0.30;0.00;0.00;0.00;0;7890391081671;;;;;;;;;;;;;
coordenado-blazer-e-bermuda-csi250858;"COORDENADO BLAZER E BERMUDA - CSI250858";"Categorias > Conjuntos, Sale > Conjuntos, Simone Gomes > Conjuntos";Cor;"VERDE  (Deep Olive TC)";Tamanho;PP;;;1,186.57;;0.30;0.00;0.00;0.00;0;7890391107951;;SIM;NÃO;;"bermuda, blazer, coordenado, Simone Gomes, sofisticado";"Coordenado blazer e bermuda sofisticado e versátil";"Blazer estruturado e bermuda alinhada para um look elegante e moderno. Aposte neste conjunto versátil para se destacar em qualquer ocasião!";"SIMONE GOMES";SIM;;;;
coordenado-blazer-e-bermuda-csi250858;;;Cor;"VERDE  (Deep Olive TC)";Tamanho;P;;;1,186.57;;0.30;0.00;0.00;0.00;0;7890391107968;;;;;;;;;;;;;
coordenado-blazer-e-bermuda-csi250858;;;Cor;"VERDE  (Deep Olive TC)";Tamanho;M;;;1,186.57;;0.30;0.00;0.00;0.00;0;7890391107975;;;;;;;;;;;;;
coordenado-blazer-e-bermuda-csi250858;;;Cor;"VERDE  (Deep Olive TC)";Tamanho;G;;;1,186.57;;0.30;0.00;0.00;0.00;0;7890391107982;;;;;;;;;;;;;
coordenado-blazer-e-bermuda-csi250858;;;Cor;"VERDE  (Deep Olive TC)";Tamanho;GG;;;1,186.57;;0.30;0.00;0.00;0.00;0;7890391107999;;;;;;;;;;;;;
coordenado-blazer-e-bermuda-csi250858;;;Cor;"VERDE (Plantation TC";Tamanho;PP;;;1,186.57;;0.30;0.00;0.00;0.00;1;7890391108002;;;;;;;;;;;;;
coordenado-blazer-e-bermuda-csi250858;;;Cor;"VERDE (Plantation TC";Tamanho;P;;;1,186.57;;0.30;0.00;0.00;0.00;0;7890391108019;;;;;;;;;;;;;
coordenado-blazer-e-bermuda-csi250858;;;Cor;"VERDE (Plantation TC";Tamanho;M;;;1,186.57;;0.30;0.00;0.00;0.00;0;7890391108026;;;;;;;;;;;;;
coordenado-blazer-e-bermuda-csi250858;;;Cor;"VERDE (Plantation TC";Tamanho;G;;;1,186.57;;0.30;0.00;0.00;0.00;1;7890391108033;;;;;;;;;;;;;
coordenado-blazer-e-bermuda-csi250858;;;Cor;"VERDE (Plantation TC";Tamanho;GG;;;1,186.57;;0.30;0.00;0.00;0.00;0;7890391108040;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;"COORDENADO BLAZER E CALÇA - CSI250847";"Categorias > Conjuntos, Sale > Conjuntos, Simone Gomes > Conjuntos";Cor;"MARROM (Zinfandel TC";Tamanho;PP;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108903;;SIM;NÃO;;"blazer, calca, coordenado, elegante, Simone Gomes";"Coordenado Blazer e Calça Elegante e Versátil Simone Gomes";"Blazer estruturado e calça alinhada para um look sofisticado e moderno. Aposte na versatilidade para ocasiões formais ou casuais. Compre já!";"SIMONE GOMES";SIM;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"MARROM (Zinfandel TC";Tamanho;P;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108910;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"MARROM (Zinfandel TC";Tamanho;M;;;1,071.57;;0.30;0.00;0.00;0.00;1;7890391108927;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"MARROM (Zinfandel TC";Tamanho;G;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108934;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"MARROM (Zinfandel TC";Tamanho;GG;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108941;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"PRETO (Raven TC)";Tamanho;PP;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108804;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"PRETO (Raven TC)";Tamanho;P;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108811;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"PRETO (Raven TC)";Tamanho;M;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108828;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"PRETO (Raven TC)";Tamanho;G;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108835;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"PRETO (Raven TC)";Tamanho;GG;;;1,071.57;;0.30;0.00;0.00;0.00;1;7890391108842;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"VERDE (Seafoam Green";Tamanho;PP;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108859;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"VERDE (Seafoam Green";Tamanho;P;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108866;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"VERDE (Seafoam Green";Tamanho;M;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108873;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"VERDE (Seafoam Green";Tamanho;G;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108880;;;;;;;;;;;;;
coordenado-blazer-e-calca-csi250847;;;Cor;"VERDE (Seafoam Green";Tamanho;GG;;;1,071.57;;0.30;0.00;0.00;0.00;0;7890391108897;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;"BLUSA LISA COM PONTA - CSI250840";"Categorias > Blusas > Blusa sem manga, Sale > Blusas e Camisetas, Simone Gomes > Blusas e Camisetas";Cor;"AZUL (Daphne TC)";Tamanho;PP;;;275.77;;0.30;0.00;0.00;0.00;2;7890391104707;;SIM;NÃO;;"assimetrica, blusa, moderno, Simone Gomes, versatil";"Blusa Lisa com Ponta Assimétrica Moderna e Versátil";"Blusa lisa com ponta, detalhe assimétrico moderno e elegante. Versátil, ideal para looks do casual ao sofisticado. Garanta seu estilo único!";"SIMONE GOMES";SIM;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"AZUL (Daphne TC)";Tamanho;P;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104714;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"AZUL (Daphne TC)";Tamanho;M;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104721;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"AZUL (Daphne TC)";Tamanho;G;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104738;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"AZUL (Daphne TC)";Tamanho;GG;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104745;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"BEGE (Vanilla Custard TC)";Tamanho;PP;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104653;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"BEGE (Vanilla Custard TC)";Tamanho;P;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104660;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"BEGE (Vanilla Custard TC)";Tamanho;M;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104677;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"BEGE (Vanilla Custard TC)";Tamanho;G;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104684;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"BEGE (Vanilla Custard TC)";Tamanho;GG;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104691;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"PRETO (Raven TC)";Tamanho;PP;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104752;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"PRETO (Raven TC)";Tamanho;P;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104769;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"PRETO (Raven TC)";Tamanho;M;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104776;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"PRETO (Raven TC)";Tamanho;G;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104783;;;;;;;;;;;;;
blusa-lisa-com-ponta-csi250840;;;Cor;"PRETO (Raven TC)";Tamanho;GG;;;275.77;;0.30;0.00;0.00;0.00;0;7890391104790;;;;;;;;;;;;;
calca-wide-acetinada-csi250658;"CALÇA WIDE ACETINADA - CSI250658";"Categorias > Calças > Calça wide, Sale > Calças, Simone Gomes > Calças";Cor;"MARROM (Zinfandel TC";Tamanho;PP;;;344.77;;0.30;0.00;0.00;0.00;0;7890391074482;;SIM;NÃO;;"acetinado, conforto, Simone Gomes, sofisticado, wide";"Calça Wide Acetinada: Sofisticação e Modernidade";"Calça wide acetinada com brilho sutil, modelagem ampla e caimento elegante. Ideal para looks modernos e confortáveis. Aposte nesse toque refinado!";"SIMONE GOMES";SIM;;;;
calca-wide-acetinada-csi250658;;;Cor;"MARROM (Zinfandel TC";Tamanho;P;;;344.77;;0.30;0.00;0.00;0.00;1;7890391074499;;;;;;;;;;;;;
calca-wide-acetinada-csi250658;;;Cor;"MARROM (Zinfandel TC";Tamanho;M;;;344.77;;0.30;0.00;0.00;0.00;0;7890391074505;;;;;;;;;;;;;
calca-wide-acetinada-csi250658;;;Cor;"MARROM (Zinfandel TC";Tamanho;G;;;344.77;;0.30;0.00;0.00;0.00;0;7890391074512;;;;;;;;;;;;;
calca-wide-acetinada-csi250658;;;Cor;"MARROM (Zinfandel TC";Tamanho;GG;;;344.77;;0.30;0.00;0.00;0.00;0;7890391074529;;;;;;;;;;;;;
calca-wide-acetinada-csi250658;;;Cor;"PRETO (Raven TC)";Tamanho;PP;;;344.77;;0.30;0.00;0.00;0.00;0;7890391074437;;;;;;;;;;;;;
calca-wide-acetinada-csi250658;;;Cor;"PRETO (Raven TC)";Tamanho;P;;;344.77;;0.30;0.00;0.00;0.00;0;7890391074444;;;;;;;;;;;;;
calca-wide-acetinada-csi250658;;;Cor;"PRETO (Raven TC)";Tamanho;M;;;344.77;;0.30;0.00;0.00;0.00;1;7890391074451;;;;;;;;;;;;;
calca-wide-acetinada-csi250658;;;Cor;"PRETO (Raven TC)";Tamanho;G;;;344.77;;0.30;0.00;0.00;0.00;0;7890391074468;;;;;;;;;;;;;
calca-wide-acetinada-csi250658;;;Cor;"PRETO (Raven TC)";Tamanho;GG;;;344.77;;0.30;0.00;0.00;0.00;0;7890391074475;;;;;;;;;;;;;
blusa-bordada-csi250620;"BLUSA BORDADA - CSI250620";"Categorias > Blusas > Blusa manga curta, Sale > Blusas e Camisetas, Simone Gomes > Blusas e Camisetas";Cor;"BEGE (Bleached Sand TC)";Tamanho;PP;;;620.77;;0.30;0.00;0.00;0.00;0;7890391078633;;SIM;NÃO;;"bordada, elegante, feminino, Simone Gomes, sofisticado";"Blusa Bordada Feminina Elegante com Detalhes Artesanais";"Destaque seu visual com a Blusa Bordada Simone Gomes. Sofisticação, versatilidade e charme artesanal. Aposte em elegância para qualquer ocasião!";"SIMONE GOMES";SIM;;;;
blusa-bordada-csi250620;;;Cor;"BEGE (Bleached Sand TC)";Tamanho;P;;;620.77;;0.30;0.00;0.00;0.00;0;7890391078640;;;;;;;;;;;;;
blusa-bordada-csi250620;;;Cor;"BEGE (Bleached Sand TC)";Tamanho;M;;;620.77;;0.30;0.00;0.00;0.00;0;7890391078657;;;;;;;;;;;;;
blusa-bordada-csi250620;;;Cor;"BEGE (Bleached Sand TC)";Tamanho;G;;;620.77;;0.30;0.00;0.00;0.00;0;7890391078664;;;;;;;;;;;;;
blusa-bordada-csi250620;;;Cor;"BEGE (Bleached Sand TC)";Tamanho;GG;;;620.77;;0.30;0.00;0.00;0.00;0;7890391078671;;;;;;;;;;;;;
blusa-bordada-csi250620;;;Cor;"PRETO (Raven TC)";Tamanho;PP;;;620.77;;0.30;0.00;0.00;0.00;0;7890391078688;;;;;;;;;;;;;
